name,text,manaCost,type,rarity,games_in_hand,win_rate,set_code
Blight Rot,Put four -1/-1 counters on target creature.,{2}{B},Instant,common,96139,0.554,ECL
Blighted Blackthorn,"Whenever this creature enters or attacks, you may blight 2. If you do, you draw a card and lose 1 life. (To blight 2, put two -1/-1 counters on a creature you control.)",{4}{B},Creature — Treefolk Warlock,common,28198,0.508,ECL
Bloodline Bidding,"Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)
Choose a creature type. Return all creature cards of the chosen type from your graveyard to the battlefield.",{6}{B}{B},Sorcery,rare,16013,0.586,ECL
Boggart Mischief,"When this enchantment enters, you may blight 1. If you do, create two 1/1 black and red Goblin creature tokens. (To blight 1, put a -1/-1 counter on a creature you control.)
Whenever a Goblin creature you control dies, each opponent loses 1 life and you gain 1 life.",{2}{B},Kindred Enchantment — Goblin,uncommon,30737,0.57,ECL
Boggart Prankster,"Whenever you attack, target attacking Goblin you control gets +1/+0 until end of turn.",{1}{B},Creature — Goblin Warrior,common,44423,0.525,ECL
Bogslither's Embrace,"As an additional cost to cast this spell, blight 1 or pay {3}. (To blight 1, put a -1/-1 counter on a creature you control.)
Exile target creature.",{1}{B},Sorcery,common,103371,0.561,ECL
Champion of the Weird,"As an additional cost to cast this spell, behold a Goblin and exile it. (Exile a Goblin you control or a Goblin card from your hand.)
Pay 1 life, Blight 2: Target opponent blights 2. Activate only as a sorcery.
When this creature leaves the battlefield, return the exiled card to its owner's hand.",{3}{B},Creature — Goblin Berserker,rare,13542,0.595,ECL
Creakwood Safewright,"This creature enters with three -1/-1 counters on it.
At the beginning of your end step, if there is an Elf card in your graveyard and this creature has a -1/-1 counter on it, remove a -1/-1 counter from this creature.",{1}{B},Creature — Elf Warrior,uncommon,41126,0.572,ECL
Darkness Descends,Put two -1/-1 counters on each creature.,{2}{B}{B},Sorcery,uncommon,5551,0.491,ECL
Dawnhand Dissident,"{T}, Blight 1: Surveil 1.
{T}, Blight 2: Exile target card from a graveyard.
During your turn, you may cast creature spells from among cards you own exiled with this creature by removing three counters from among creatures you control in addition to paying their other costs.",{B},Creature — Elf Warlock,rare,19759,0.589,ECL
Dawnhand Eulogist,"Menace (This creature can't be blocked except by two or more creatures.)
When this creature enters, mill three cards. Then if there is an Elf card in your graveyard, each opponent loses 2 life and you gain 2 life. (To mill three cards, put the top three cards of your library into your graveyard.)",{3}{B},Creature — Elf Warlock,common,96564,0.579,ECL
Dose of Dawnglow,"Return target creature card from your graveyard to the battlefield. Then if it isn't your main phase, blight 2. (Put two -1/-1 counters on a creature you control.)",{4}{B},Instant,uncommon,13801,0.509,ECL
Dream Seizer,"Flying
When this creature enters, you may blight 1. If you do, each opponent discards a card. (To blight 1, put a -1/-1 counter on a creature you control.)",{3}{B},Creature — Faerie Rogue,common,27127,0.513,ECL
Gloom Ripper,"When this creature enters, target creature you control gets +X/+0 until end of turn and up to one target creature an opponent controls gets -0/-X until end of turn, where X is the number of Elves you control plus the number of Elf cards in your graveyard.",{3}{B}{B},Creature — Elf Assassin,rare,19732,0.662,ECL
Gnarlbark Elm,"This creature enters with two -1/-1 counters on it.
{2}{B}, Remove two counters from this creature: Target creature gets -2/-2 until end of turn. Activate only as a sorcery.",{2}{B},Creature — Treefolk Warlock,uncommon,29443,0.54,ECL
Graveshifter,"Changeling (This card is every creature type.)
When this creature enters, you may return target creature card from your graveyard to your hand.",{3}{B},Creature — Shapeshifter,uncommon,40278,0.54,ECL
Gutsplitter Gang,"At the beginning of your first main phase, you may blight 2. If you don't, you lose 3 life. (To blight 2, put two -1/-1 counters on a creature you control.)",{3}{B},Creature — Goblin Berserker,uncommon,19151,0.519,ECL
Heirloom Auntie,"This creature enters with two -1/-1 counters on it.
Whenever another creature you control dies, surveil 1, then remove a -1/-1 counter from this creature. (To surveil 1, look at the top card of your library. You may put it into your graveyard.)",{2}{B},Creature — Goblin Warlock,common,30193,0.485,ECL
Iron-Shield Elf,"Discard a card: This creature gains indestructible until end of turn. Tap it. (Damage and effects that say ""destroy"" don't destroy it. If its toughness is 0 or less, it still dies.)",{1}{B},Creature — Elf Warrior,uncommon,42134,0.578,ECL
Moonglove Extractor,"Whenever this creature attacks, you draw a card and lose 1 life.",{2}{B},Creature — Elf Warlock,common,38598,0.521,ECL
Moonshadow,"Menace
This creature enters with six -1/-1 counters on it.
Whenever one or more permanent cards are put into your graveyard from anywhere while this creature has a -1/-1 counter on it, remove a -1/-1 counter from this creature.",{B},Creature — Elemental,mythic,8291,0.571,ECL
Mudbutton Cursetosser,"As an additional cost to cast this spell, behold a Goblin or pay {2}. (To behold a Goblin, choose a Goblin you control or reveal a Goblin card from your hand.)
This creature can't block.
When this creature dies, destroy target creature an opponent controls with power 2 or less.",{B},Creature — Goblin Warlock,uncommon,27338,0.575,ECL
Nameless Inversion,"Changeling (This card is every creature type.)
Target creature gets +3/-3 and loses all creature types until end of turn.",{1}{B},Kindred Instant — Shapeshifter,uncommon,43595,0.564,ECL
Nightmare Sower,"Flying, lifelink
Whenever you cast a spell during an opponent's turn, put a -1/-1 counter on up to one target creature.",{3}{B},Creature — Faerie Assassin,uncommon,13878,0.513,ECL
Perfect Intimidation,"Choose one or both —
• Target opponent exiles two cards from their hand.
• Remove all counters from target creature.",{3}{B},Sorcery,uncommon,3366,0.474,ECL
Requiting Hex,"As an additional cost to cast this spell, you may blight 1. (You may put a -1/-1 counter on a creature you control.)
Destroy target creature with mana value 2 or less. If this spell's additional cost was paid, you gain 2 life.",{B},Instant,uncommon,22108,0.527,ECL
Retched Wretch,"When this creature dies, if it had a -1/-1 counter on it, return it to the battlefield under its owner's control and it loses all abilities.",{2}{B},Creature — Goblin,uncommon,20923,0.533,ECL
Scarblade Scout,"Lifelink
When this creature enters, mill two cards. (Put the top two cards of your library into your graveyard.)",{1}{B},Creature — Elf Scout,common,99851,0.574,ECL
Scarblade's Malice,"Target creature you control gains deathtouch and lifelink until end of turn. When that creature dies this turn, create a 2/2 black and green Elf creature token.",{B},Instant,common,36659,0.541,ECL
Shimmercreep,"Menace (This creature can't be blocked except by two or more creatures.)
Vivid — When this creature enters, each opponent loses X life and you gain X life, where X is the number of colors among permanents you control.",{4}{B},Creature — Elemental,uncommon,26644,0.544,ECL
Taster of Wares,"When this creature enters, target opponent reveals X cards from their hand, where X is the number of Goblins you control. You choose one of those cards. That player exiles it. If an instant or sorcery card is exiled this way, you may cast it for as long as you control this creature, and mana of any type can be spent to cast that spell.",{2}{B},Creature — Goblin Warlock,rare,18540,0.606,ECL
Twilight Diviner,"When this creature enters, surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)
Whenever one or more other creatures you control enter, if they entered or were cast from a graveyard, create a token that's a copy of one of them. This ability triggers only once each turn.",{2}{B},Creature — Elf Cleric,rare,13130,0.561,ECL
Unbury,"Choose one —
• Return target creature card from your graveyard to your hand.
• Return two target creature cards that share a creature type from your graveyard to your hand.",{1}{B},Instant,uncommon,37471,0.55,ECL
Boldwyr Aggressor,"Double strike
Other Giants you control have double strike.",{3}{R}{R},Creature — Giant Warrior,uncommon,9786,0.514,ECL
Boneclub Berserker,This creature gets +2/+0 for each other Goblin you control.,{3}{R},Creature — Goblin Berserker,common,25708,0.505,ECL
Boulder Dash,Boulder Dash deals 2 damage to any target and 1 damage to any other target.,{1}{R},Sorcery,uncommon,41555,0.554,ECL
Brambleback Brute,"This creature enters with two -1/-1 counters on it.
{1}{R}, Remove a counter from this creature: Target creature can't block this turn. Activate only as a sorcery.",{2}{R},Creature — Giant Warrior,common,31527,0.521,ECL
Burning Curiosity,"As an additional cost to cast this spell, you may blight 1. (You may put a -1/-1 counter on a creature you control.)
Exile the top two cards of your library. If this spell's additional cost was paid, exile the top three cards instead. Until the end of your next turn, you may play those cards.",{2}{R},Sorcery,common,36831,0.516,ECL
Champion of the Path,"As an additional cost to cast this spell, behold an Elemental and exile it. (Exile an Elemental you control or an Elemental card from your hand.)
Whenever another Elemental you control enters, it deals damage equal to its power to each opponent.
When this creature leaves the battlefield, return the exiled card to its owner's hand.",{3}{R},Creature — Elemental Sorcerer,rare,14991,0.544,ECL
Cinder Strike,"As an additional cost to cast this spell, you may blight 1. (You may put a -1/-1 counter on a creature you control.)
Cinder Strike deals 2 damage to target creature. It deals 4 damage to that creature instead if this spell's additional cost was paid.",{R},Sorcery,common,126082,0.557,ECL
Collective Inferno,"Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)
As this enchantment enters, choose a creature type.
Double all damage that sources you control of the chosen type would deal.",{3}{R}{R},Enchantment,rare,5573,0.486,ECL
Elder Auntie,"When this creature enters, create a 1/1 black and red Goblin creature token.",{2}{R},Creature — Goblin Warlock,common,45561,0.519,ECL
End-Blaze Epiphany,"End-Blaze Epiphany deals X damage to target creature. When that creature dies this turn, exile a number of cards from the top of your library equal to its power, then choose a card exiled this way. Until the end of your next turn, you may play that card.",{X}{R},Instant,rare,22355,0.602,ECL
Enraged Flamecaster,"Reach
Whenever you cast a spell with mana value 4 or greater, this creature deals 2 damage to each opponent.",{2}{R},Creature — Elemental Sorcerer,common,43766,0.528,ECL
Explosive Prodigy,"Vivid — When this creature enters, it deals X damage to target creature an opponent controls, where X is the number of colors among permanents you control.",{1}{R},Creature — Elemental Sorcerer,uncommon,53393,0.58,ECL
Feed the Flames,"Feed the Flames deals 5 damage to target creature. If that creature would die this turn, exile it instead.",{3}{R},Instant,common,98049,0.544,ECL
